Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCF_002959915.1	part19.bin.27	96.99	45.15	74.11	NZ_PPDE01000010.1 Veillonella atypica KON strain ATCC 17744 Contig_10_len_79726, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_905214495.1	part19.bin.27	94.61	45.45	57.47	CAJMLW010000001.1 TPA_asm: uncultured bacterium isolate ERR1190924-bin.8 genome assembly, contig: NODE_85_length_121908_cov_78.974486, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_022737715.1	part19.bin.27	93.84	41.95	60.56	JAIITD010000147.1 MAG: Veillonella sp. isolate Map_179_004 contig_100_1000, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900766125.1	part19.bin.27	93.13	13.01	19.05	CAAFUD010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14174, WGS project CAAFUD010000000 data, contig: SRS311462_12_k119_49, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_934202095.1	part19.bin.27	92.00	44.93	51.40	CAKPXN010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.193 genome assembly, contig: Hadza_MoBio_hadza-E-H_K_24_1920__NODE_329_length_145335_cov_10.105770, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_013393365.1	part19.bin.27	90.79	18.37	31.05	NZ_AP022321.1 Veillonella nakazawae strain T1-7 chromosome, complete genome	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900556785.1	part19.bin.27	90.50	16.53	21.57	USQK01000001.1 uncultured Veillonella sp. isolate UMGS1979 genome assembly, contig: NODE_48_length_73937_cov_9.92165, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900552715.1	part19.bin.27	90.48	17.10	25.83	USAV01000001.1 uncultured Veillonella sp. isolate UMGS1539 genome assembly, contig: NODE_104_length_58293_cov_31.256768, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_002959895.1	part19.bin.27	90.05	16.30	26.55	NZ_PPDD01000010.1 Veillonella infantium strain T11011-4 Contig_10_len_235046, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900765235.1	part19.bin.27	90.04	14.00	18.10	CAAFRK010000001.1 TPA_asm: uncultured Veillonella sp., isolate HGM14181, WGS project CAAFRK010000000 data, contig: SRS294838_34_k89_63, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_003463825.1	part19.bin.27	90.03	16.65	26.91	NZ_QSDY01000001.1 Veillonella sp. AM51-8BH AM51-8BH.Scaf1, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_934230905.1	part19.bin.27	89.63	29.48	47.61	CAKQFJ010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_C_10_1834.4 genome assembly, contig: Hadza_MoBio_hadza-E-H_C_10_1834__NODE_38_length_103912_cov_18.490962, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_915069625.1	part19.bin.27	89.58	15.61	23.59	CAJZFD010000001.1 TPA_asm: uncultured Veillonella sp. isolate SRR2037091_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: NODE_4_length_31343_cov_5.425658, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_019419725.1	part19.bin.27	89.35	16.33	21.83	DXZL01000001.1 MAG TPA_asm: Veillonella sp. isolate HRGM_Genome_0343 HRGM_Genome_0343_1, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_019414865.1	part19.bin.27	89.33	16.56	23.13	DXLG01000001.1 MAG TPA_asm: Veillonella sp. isolate HRGM_Genome_0346 HRGM_Genome_0346_1, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900550175.1	part19.bin.27	89.27	13.94	20.85	URQX01000001.1 uncultured Veillonella sp. isolate UMGS1259 genome assembly, contig: NODE_25_length_131278_cov_14.5233, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_905209685.1	part19.bin.27	89.20	14.48	22.69	CAJLUB010000001.1 TPA_asm: uncultured Veillonella sp. isolate ERR2013587-bin.23 genome assembly, contig: NODE_129_length_73335_cov_11.979995, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900549845.1	part19.bin.27	89.20	15.08	20.15	URPT01000001.1 uncultured Veillonella sp. isolate UMGS1235 genome assembly, contig: NODE_271_length_48491_cov_3.775167, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_900637515.1	part19.bin.27	89.05	15.54	26.50	NZ_LR134375.1 Veillonella dispar strain NCTC11831 chromosome 1, complete sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900545205.1	part19.bin.27	88.98	16.95	24.84	UQYC01000001.1 uncultured Veillonella sp. isolate UMGS749 genome assembly, contig: NODE_73_length_57613_cov_3.791028, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_002959755.1	part19.bin.27	88.72	15.17	25.09	NZ_PPCW01000001.1 Veillonella sp. T11011-6 Contig_1_len_855900, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_001078375.1	part19.bin.27	88.51	22.65	39.37	NZ_DF967922.1 Veillonella tobetsuensis strain ATCC BAA-2400, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_900538355.1	part19.bin.27	88.33	12.88	21.72	UPXS01000001.1 uncultured Veillonella sp. isolate UMGS8 genome assembly, contig: NODE_7_length_183816_cov_6.74829, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_002959775.1	part19.bin.27	88.10	10.98	19.35	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_018367495.1	part19.bin.27	87.69	13.06	21.32	JAGZGB010000237.1 MAG: Veillonella sp. isolate L3_098_332G1_dasL3_098_332G1_concoct_29_sub L3_098_332G1_scaffold_10091, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCA_934183145.1	part19.bin.27	86.01	14.48	17.69	CAKPSA010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_14_1852.29 genome assembly, contig: Hadza_MoBio_hadza-E-H_E_14_1852__NODE_306_length_71889_cov_14.819459, whole genome shotgun sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_000024945.1	part19.bin.27	85.46	9.69	16.65	NC_013520.1 Veillonella parvula DSM 2008, complete sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_902810435.1	part19.bin.27	85.13	8.87	15.34	NZ_LR778174.1 Veillonella parvula strain SKV38 chromosome 1, complete sequence	part19.bin.27.fa_NODE_91_length_69025_cov_133.293881
GCF_000162475.2	part19.bin.28	94.38	60.31	69.52	NZ_KI391971.1 Granulicatella elegans ATCC 700633 supercont2.1, whole genome shotgun sequence	part19.bin.28.fa_NODE_133_length_53971_cov_15.918651
GCF_020735385.1	part19.bin.28	91.21	44.57	55.72	NZ_CP085953.1 Granulicatella elegans strain FDAARGOS_1559 chromosome, complete genome	part19.bin.28.fa_NODE_133_length_53971_cov_15.918651
GCA_015257795.3	part19.bin.35	95.85	78.28	85.10	CP072208.2 MAG: Candidatus Nanogingivalaceae bacterium isolate JCVI_27_bin.3 chromosome, complete genome	part19.bin.35.fa_NODE_287_length_36725_cov_8.779711
GCA_934717805.1	part19.bin.35	91.14	67.25	70.14	CAKUZG010000001.1 MAG: uncultured Candidatus Saccharibacteria bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_J_14_1278.22 genome assembly, contig: Hadza_MoBio_hadza-I-L_J_14_1278__NODE_137_length_85793_cov_6.441994, whole genome shotgun sequence	part19.bin.35.fa_NODE_287_length_36725_cov_8.779711
GCA_013333405.2	part19.bin.35	90.84	34.37	34.24	JABCOZ020000001.1 MAG: Candidatus Saccharibacteria bacterium isolate T-A-F_MAG_00016 ORAL_C-T_MAG_00016-c_000000002469, whole genome shotgun sequence	part19.bin.35.fa_NODE_287_length_36725_cov_8.779711
GCA_916438195.1	part19.bin.36	97.83	80.76	66.01	CAKAEQ010000001.1 TPA_asm: uncultured Prevotellaceae bacterium isolate DRR214961_bin.6_metaWRAP_v1.1_MAG genome assembly, contig: BNJU01005659, whole genome shotgun sequence	part19.bin.36.fa_NODE_135_length_53451_cov_7.278523
GCF_014195585.1	part19.bin.36	90.92	63.05	67.63	NZ_JACICA010000001.1 Alloprevotella rava strain DSM 22548 Ga0373290_01, whole genome shotgun sequence	part19.bin.36.fa_NODE_135_length_53451_cov_7.278523
GCF_900637655.1	part2.bin.1	98.25	48.00	93.81	NZ_LR134384.1 Prevotella oris strain NCTC13071 chromosome 1, complete sequence	part2.bin.1.fa_NODE_891_length_21350_cov_7.679972
GCA_003260345.1	part2.bin.11	97.72	63.47	88.93	MORC01000001.1 Candidatus Gracilibacteria bacterium GN02-873 GN02_873_C1, whole genome shotgun sequence	part2.bin.11.fa_NODE_668_length_24563_cov_4.504488
GCA_013332525.2	part2.bin.11	92.56	49.28	70.08	JABCOP020000001.1 MAG: Candidatus Gracilibacteria bacterium isolate P-C-F_MAG_00005 ORAL_S-P_MAG_00005-c_000000021572, whole genome shotgun sequence	part2.bin.11.fa_NODE_668_length_24563_cov_4.504488
GCA_900167215.1	part2.bin.35	83.51	13.02	16.52	FUZS01000038.1 [Eubacterium] yurii strain ATCC 43714 genome assembly, contig: EI51DRAFT_scaffold00036.36, whole genome shotgun sequence	part2.bin.35.fa_NODE_9_length_180309_cov_12.560376
GCA_000146855.1	part2.bin.35	83.28	13.94	17.38	GL405246.1 Eubacterium yurii subsp. margaretiae ATCC 43715 genomic scaffold SCAFFOLD1, whole genome shotgun sequence	part2.bin.35.fa_NODE_9_length_180309_cov_12.560376
GCF_000312305.1	part2.bin.37	95.59	30.10	59.86	NZ_HE999443.1 Prevotella conceptionensis 9403948, whole genome shotgun sequence	part2.bin.37.fa_NODE_3670_length_9755_cov_9.379897
GCF_000378085.1	part2.bin.37	91.55	15.40	26.33	NZ_KB899210.1 Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 strain DSM 19665 F453DRAFT_scaffold00001.1, whole genome shotgun sequence	part2.bin.37.fa_NODE_3670_length_9755_cov_9.379897
GCF_013410305.1	part2.bin.39	98.47	81.02	88.60	NZ_JACCFR010000001.1 Corynebacterium durum strain DSM 45333 Ga0415198_01, whole genome shotgun sequence	part2.bin.39.fa_NODE_168_length_43186_cov_8.818205
GCF_000466165.1	part2.bin.6	99.16	65.85	95.07	NZ_KE951405.1 Actinobaculum sp. oral taxon 183 str. F0552 Scaffold0, whole genome shotgun sequence	part2.bin.6.fa_NODE_1720_length_15146_cov_5.607249
GCF_900637305.1	part2.bin.61	98.08	38.27	71.49	NZ_LR134365.1 Cardiobacterium hominis strain NCTC10426 chromosome 1, complete sequence	part2.bin.61.fa_NODE_7836_length_6207_cov_3.889629
GCF_011612265.2	part2.bin.7	97.96	86.19	94.31	NZ_CP050134.2 Corynebacterium matruchotii strain ATCC 14266 chromosome, complete genome	part2.bin.7.fa_NODE_169_length_43155_cov_7.648353
GCA_915275065.1	part2.bin.7	94.30	77.36	72.75	CAJZGD010000001.1 TPA_asm: uncultured Corynebacterium sp. isolate SRR1779497_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1742311.3, whole genome shotgun sequence	part2.bin.7.fa_NODE_169_length_43155_cov_7.648353
GCF_000238795.1	part2.bin.8	98.15	56.88	88.49	NZ_AFNK01000085.1 Haemophilus sputorum CCUG 13788 contig00256, whole genome shotgun sequence	part2.bin.8.fa_NODE_378_length_31802_cov_9.489275
GCF_000162875.1	part2.bin.9	97.87	62.07	84.97	NZ_GG700631.1 Slackia exigua ATCC 700122 Scfld1, whole genome shotgun sequence	part2.bin.9.fa_NODE_2547_length_12029_cov_3.855437
GCF_000614025.1	part20.bin.11	98.58	77.96	90.44	NZ_BAKF01000148.1 Prevotella aurantiaca JCM 15754, whole genome shotgun sequence	part20.bin.11.fa_NODE_19_length_113750_cov_15.194679
GCF_001953955.1	part20.bin.11	84.41	21.09	21.80	NZ_CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	part20.bin.11.fa_NODE_19_length_113750_cov_15.194679
GCF_000144405.1	part20.bin.15	96.90	76.49	80.14	NC_014370.1 Prevotella melaninogenica ATCC 25845 chromosome I, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_018127925.1	part20.bin.15	95.16	64.74	71.96	NZ_CP072348.1 Prevotella melaninogenica strain F0516 chromosome 1, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_018127965.1	part20.bin.15	94.92	71.42	76.02	NZ_CP072349.1 Prevotella melaninogenica strain F0301 chromosome 1, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCA_927910885.1	part20.bin.15	91.93	67.60	65.16	CAKMOD010000001.1 TPA_asm: uncultured Prevotella sp. isolate ERR3827243_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768150.160, whole genome shotgun sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_003609775.1	part20.bin.15	90.86	62.55	63.93	NZ_AP018049.1 Prevotella melaninogenica strain GAI 07411 chromosome I, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_018127785.1	part20.bin.15	89.41	37.46	40.94	NZ_CP072389.1 Prevotella scopos JCM 17725 strain W2052 chromosome 1, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_018128065.1	part20.bin.15	88.29	37.81	41.80	NZ_CP072360.1 Prevotella melaninogenica strain F0091 chromosome 1, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_900187995.1	part20.bin.15	87.18	28.74	34.67	NZ_FZNZ01000087.1 Prevotella jejuni strain DSM 26989, whole genome shotgun sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCA_916440255.1	part20.bin.15	84.95	19.18	19.50	CAKAIJ010000001.1 TPA_asm: uncultured Prevotella sp. isolate DRR214959_bin.13_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000537, whole genome shotgun sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_001262015.1	part20.bin.15	83.44	14.78	15.95	NZ_CP012074.1 Prevotella fusca JCM 17724 strain W1435 chromosome 1, complete sequence	part20.bin.15.fa_NODE_11_length_132251_cov_57.795032
GCF_000164695.2	part20.bin.18	96.66	83.63	81.64	NC_014643.1 Rothia dentocariosa ATCC 17931, complete sequence	part20.bin.18.fa_NODE_8_length_149598_cov_8.401557
GCF_001953955.1	part20.bin.2	96.52	56.28	76.34	NZ_CP019300.1 Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611 chromosome I, complete sequence	part20.bin.2.fa_NODE_354_length_21881_cov_6.147805
GCF_000220235.1	part20.bin.2	91.69	18.19	24.62	NZ_GL982464.1 Prevotella nigrescens ATCC 33563 SCAFFOLD1, whole genome shotgun sequence	part20.bin.2.fa_NODE_354_length_21881_cov_6.147805
GCF_000613945.1	part20.bin.2	90.51	35.80	50.85	NZ_BAJY01000092.1 Prevotella falsenii DSM 22864 = JCM 15124, whole genome shotgun sequence	part20.bin.2.fa_NODE_354_length_21881_cov_6.147805
GCF_000318095.2	part20.bin.21	97.65	40.32	56.38	NZ_KB290701.1 Alloprevotella sp. oral taxon 473 str. F0040 Scfld0, whole genome shotgun sequence	part20.bin.21.fa_NODE_1018_length_9224_cov_3.650671
GCA_900095835.1	part20.bin.21	94.61	20.68	31.40	LT608316.1 Prevotellaceae bacterium Marseille-P2826 genome assembly, scaffold: scaffold00001, whole genome shotgun sequence	part20.bin.21.fa_NODE_1018_length_9224_cov_3.650671
GCA_015259235.1	part20.bin.21	94.50	18.90	24.80	JABZGM010000100.1 MAG: Alloprevotella sp. isolate JCVI_44_bin.23 NODE_100_length_7555_cov_4.890211, whole genome shotgun sequence	part20.bin.21.fa_NODE_1018_length_9224_cov_3.650671
GCF_014647755.1	part22.bin.1	96.29	91.64	88.06	NZ_BMPU01000001.1 Porphyromonas pasteri strain JCM 30531 sequence1, whole genome shotgun sequence	part22.bin.1.fa_NODE_17_length_132299_cov_51.721840
GCA_927910985.1	part22.bin.1	87.42	19.07	12.58	CAKMOP010000001.1 TPA_asm: uncultured Porphyromonas sp. isolate ERR3827286_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768129.146, whole genome shotgun sequence	part22.bin.1.fa_NODE_17_length_132299_cov_51.721840
GCF_001553345.1	part22.bin.10	97.13	82.19	83.26	NZ_KQ960746.1 Veillonella sp. DNF00869 Scaffold1, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCA_900766245.1	part22.bin.10	93.93	65.81	72.74	CAAFUR010000001.1 TPA_asm: Veillonellaceae bacterium, isolate HGM14170, WGS project CAAFUR010000000 data, contig: SRS373047_9_k119_732, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_003992015.1	part22.bin.10	93.03	59.67	69.08	NZ_RQVK01000001.1 Veillonella sp. VA137 contig_0001, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_003992005.1	part22.bin.10	90.78	47.21	62.31	NZ_RQVL01000001.1 Veillonella sp. VA139 contig_0001, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_003999875.1	part22.bin.10	90.77	56.24	64.00	NZ_RQVJ01000001.1 Veillonella sp. 3310 contig_0001, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_003992315.1	part22.bin.10	90.45	52.93	60.87	NZ_RQVE01000001.1 Veillonella sp. 3891 contig_0001, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCA_900544365.1	part22.bin.10	88.76	48.05	53.90	UQVF01000001.1 uncultured Veillonella sp. isolate UMGS672 genome assembly, contig: NODE_9_length_156098_cov_6.59851, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_003992135.1	part22.bin.10	88.61	43.72	52.36	NZ_RQVN01000001.1 Veillonella sp. VA142 contig_0001, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_003992055.1	part22.bin.10	86.44	27.26	31.39	NZ_RQVD01000001.1 Veillonella sp. CHU740 contig_0001, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCA_916438745.1	part22.bin.10	86.21	24.22	31.78	CAKAGN010000001.1 TPA_asm: uncultured Veillonella sp. isolate DRR214960_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01000645, whole genome shotgun sequence	part22.bin.10.fa_NODE_8_length_196617_cov_8.076164
GCF_000175615.1	part22.bin.14	95.89	83.14	86.95	NZ_ACVO01000025.1 Rothia mucilaginosa ATCC 25296 contig00004, whole genome shotgun sequence	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCF_001808955.1	part22.bin.14	95.35	80.45	86.26	NZ_KV795235.1 Rothia sp. HMSC078H08 Scaffold0, whole genome shotgun sequence	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCA_015265375.1	part22.bin.14	94.76	80.93	83.57	JABZXW010000071.1 MAG: Rothia sp. isolate JCVI_11_bin.8 NODE_1017_length_9192_cov_10.177958, whole genome shotgun sequence	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCF_001548235.1	part22.bin.14	94.73	80.03	85.10	NZ_AP014938.1 Rothia mucilaginosa strain NUM-Rm6536 chromosome, complete genome	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCF_024294905.1	part22.bin.14	94.56	76.75	76.57	NZ_JANCOC010000001.1 Rothia sp. P3C3.S176 c_000000000001, whole genome shotgun sequence	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCF_001061665.1	part22.bin.14	89.90	42.50	44.09	NZ_JVSP01000001.1 Rothia mucilaginosa strain 141_RMUC 150_100012_3652184_23+,145+,79+, whole genome shotgun sequence	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCF_901875305.1	part22.bin.14	88.65	38.62	40.06	NZ_CABFLY010000001.1 Rothia mucilaginosa isolate Rothia_mucilaginosa_BgEED27, whole genome shotgun sequence	part22.bin.14.fa_NODE_133_length_66576_cov_31.396461
GCA_916438835.1	part22.bin.15	98.63	84.56	90.10	CAKAFT010000001.1 TPA_asm: uncultured Johnsonella sp. isolate DRR214960_bin.42_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01002489, whole genome shotgun sequence	part22.bin.15.fa_NODE_30_length_118161_cov_9.911368
GCA_905373785.1	part22.bin.15	85.69	19.56	17.95	CAJPUK010000001.1 uncultured Johnsonella sp. isolate SRR9217489-mag-bin.2 genome assembly, contig: SRR9217489-mag-bin.2_19, whole genome shotgun sequence	part22.bin.15.fa_NODE_30_length_118161_cov_9.911368
GCA_900766185.1	part22.bin.15	84.52	16.27	19.85	CAAFUL010000001.1 TPA_asm: uncultured Johnsonella sp., isolate HGM12372, WGS project CAAFUL010000000 data, contig: SRS335389_1_k119_5, whole genome shotgun sequence	part22.bin.15.fa_NODE_30_length_118161_cov_9.911368
GCF_002763915.1	part22.bin.16	96.91	48.10	80.05	NZ_CP024731.1 Fusobacterium pseudoperiodonticum strain KCOM 1262 chromosome, complete genome	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_002761955.1	part22.bin.16	96.40	52.72	80.09	NZ_PEQY01000001.1 Fusobacterium pseudoperiodonticum strain KCOM 1259 contig1, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_000163935.1	part22.bin.16	95.82	50.58	78.95	NZ_GG770404.1 Fusobacterium periodonticum 1_1_41FAA supercont1.31, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_000160475.1	part22.bin.16	94.01	44.22	72.80	NZ_GG665928.1 Fusobacterium periodonticum ATCC 33693 Scfld55, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_000235465.1	part22.bin.16	91.64	43.65	57.53	NZ_JH378894.1 Fusobacterium sp. oral taxon 370 str. F0437 Scfld2, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_014217355.1	part22.bin.16	87.87	20.32	30.42	NZ_CP060112.1 Fusobacterium hwasookii strain KCOM 1249 chromosome, complete genome	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_001457555.1	part22.bin.16	87.37	19.49	30.13	NZ_LN831027.1 Fusobacterium nucleatum subsp. polymorphum strain NCTC10562 chromosome 1, complete sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_002573625.1	part22.bin.16	87.35	15.97	28.72	NZ_NJGI01000001.1 Fusobacterium nucleatum subsp. polymorphum strain KCOM 1232 (= ChDC F37) F37_contig000001, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_016724785.1	part22.bin.16	87.30	18.19	26.94	NZ_CP068114.1 Fusobacterium canifelinum strain FDAARGOS_1126 chromosome, complete genome	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_000158275.2	part22.bin.16	86.77	15.96	25.27	NZ_CP007062.1 Fusobacterium nucleatum subsp. animalis 7_1 chromosome, complete genome	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCA_000007325.1	part22.bin.16	86.70	18.00	24.65	AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCA_000182945.1	part22.bin.16	86.29	15.60	20.78	AABF01000001.1 Fusobacterium nucleatum subsp. vincentii ATCC 49256 Contig0377, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_008633215.1	part22.bin.16	86.23	18.12	23.04	NZ_BHYR01000001.1 Fusobacterium nucleatum strain 13-08-02 NODE_1, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_000493815.1	part22.bin.16	86.11	14.54	22.66	NZ_AXUR01000001.1 Fusobacterium nucleatum W1481 Contig1, whole genome shotgun sequence	part22.bin.16.fa_NODE_449_length_33240_cov_7.131776
GCF_001815865.1	part22.bin.18	96.80	89.00	91.19	NZ_KV822186.1 Abiotrophia sp. HMSC24B09 Scaffold103, whole genome shotgun sequence	part22.bin.18.fa_NODE_1_length_291089_cov_13.671227
GCF_000160075.2	part22.bin.18	94.34	79.76	82.67	NZ_KI535340.1 Abiotrophia defectiva ATCC 49176 Scfld0, whole genome shotgun sequence	part22.bin.18.fa_NODE_1_length_291089_cov_13.671227
GCA_013332965.2	part22.bin.19	94.80	76.13	79.88	JABCPR020000001.1 MAG: Candidatus Saccharibacteria bacterium isolate T-D-F_MAG_00008 ORAL_K-T_MAG_00008-c_000000005844, whole genome shotgun sequence	part22.bin.19.fa_NODE_11_length_172666_cov_19.528240
GCA_916049555.1	part22.bin.19	94.42	77.88	69.55	CAJZIB010000001.1 TPA_asm: uncultured Candidatus Saccharibacteria bacterium isolate ERR2764996_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674194.128, whole genome shotgun sequence	part22.bin.19.fa_NODE_11_length_172666_cov_19.528240
GCF_900155605.1	part22.bin.20	96.44	87.28	89.07	NZ_LT707419.1 Actinomyces marseillensis strain Marseille-P2818T, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
GCA_900554605.1	part22.bin.20	94.62	83.73	57.91	USHU01000001.1 uncultured Actinomyces sp. isolate UMGS1731 genome assembly, contig: NODE_44_length_30252_cov_2.771302, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
GCF_000758755.1	part22.bin.20	94.02	78.91	83.88	NZ_JRMV01000001.1 Actinomyces sp. S6-Spd3 contig001, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
GCA_916719935.1	part22.bin.20	87.82	17.53	14.24	CAKAPY010000001.1 TPA_asm: uncultured Actinomyces sp. isolate SRR15235659_bin.4_metaWRAP_v1.1_MAG genome assembly, contig: NODE_225_length_39610_cov_8.917558, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
GCF_001070855.1	part22.bin.20	85.97	24.08	23.55	NZ_JVLH01000002.1 Trueperella pyogenes strain 331_TPYO 12_26860_845376, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
